회사명,거래소코드,회계년도,자산(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),매출액증가율(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),보통주배당금_현금(천원),상장일,종가(원),보통주식비율,외국인_주식분포비율,소액주주계_주식수(주),[공통]   보통주(IFRS연결)(천원),[공통]         우선주자본금(IFRS연결)(천원),[공통]자산(*)(IFRS)(천원),[공통]자본(*)(IFRS)(천원),[공통]부채(*)(IFRS)(천원),[공통]매출액증가율(IFRS),[공통]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[공통]   보통주(IFRS)(천원),[공통]      우선주자본금(IFRS)(천원),발행주식 보통주
(주)현대백화점,69960,Dec-13,5600706253,3546101814,2054604439,0.91,346347475,14972871,2002-11-25,161000,36.15,41.64,10872333,23402441,0,4124105321,2667259879,1456845442,9.81,254712191,23402441,0,23402441
(주)현대백화점,69960,Dec-14,5683921344,3788972215,1894949129,1.18,398515539,16124630,2002-11-25,123000,36.08,34.04,11855289,23402441,0,4068306401,2858596178,1209710223,-0.51,297328116,23402441,0,23402441
(주)현대백화점,69960,Dec-15,6160846844,4030879875,2129966969,6.77,401136225,15953830,2002-11-25,126500,36.08,33.76,11525870,23402441,0,4585422226,3010159247,1575262979,8.48,151594139,23402441,0,23402441
(주)현대백화점,69960,Dec-16,6587262226,4310593745,2276668481,10.55,442017130,15904830,2002-11-25,109000,36.08,34.45,10537738,23402441,0,4919581474,3204357346,1715224128,12.71,315446579,23402441,0,23402441
(주)현대백화점,69960,Dec-17,6777281518,4617729285,2159552233,0.89,437234382,18045749,2002-11-25,104500,36.08,25.42,11691849,23402441,0,4941793010,3400299719,1541493291,0.43,292391666,23402441,0,23402441
(주)현대백화점,69960,Dec-18,6988562089,4829092429,2159469660,0.76,435324558,20301467,2002-11-25,90400,36.08,30.26,11909202,23402441,0,5313725929,3714788674,1598937255,-0.03,504307080,23402441,0,23402441
(주)현대백화점,69960,Dec-19,7623094297,4979286423,2643807874,18.08,377485321,22323186,2002-11-25,83100,36.08,29.13,11894605,23402441,0,5795560155,3831705742,1963854413,0.67,358548559,23402441,0,23402441
(주)현대백화점,69960,Dec-20,8707032548,5032291555,3674740993,3.37,259368187,22089186,2002-11-25,71400,36.08,13.65,11911170,23402441,0,6435678005,3889472232,2546205773,-10.12,261738099,23402441,0,23402441
(주)현대백화점,69960,Dec-21,8969196456,5225628071,3743568385,57.16,500164435,24040705,2002-11-25,75100,36.08,17.98,11176425,23402441,0,6661268373,4006820931,2654447442,21.44,409047057,23402441,0,23402441
고려산업(주),2140,Dec-10,119380626,51833580,67547046,0,-1891426,473789,1991-01-14,3375,51.6,0,1444846,4987885,0,118177636,50630590,67547046,5.05,-1898945,4987885,0,24939425
고려산업(주),2140,Dec-11,124894379,56065197,68829182,0,4450090,724000,1991-01-14,3415,53.4,0.03,1357906,4987885,0,123414609,54585428,68829182,12.9,4447020,4987885,0,24939425
고려산업(주),2140,Dec-12,148320365,62084126,86236239,8.05,-8456112,724000,1991-01-14,5490,53.4,0.29,1377327,4987885,0,143910173,58448211,85461962,5.73,-8341558,4987885,0,24939425
고려산업(주),2140,Dec-13,148377505,66536454,81841051,5.9,4484188,603486,1991-01-14,1150,53.4,0.15,7601615,24939425,0,142727158,61669406,81057752,6.49,4380171,24939425,0,24939425
고려산업(주),2140,Dec-14,156033056,76117815,79915241,-8.55,16939311,1086274,1991-01-14,1940,53.4,2.08,9385545,24939425,0,148009044,68909172,79099872,-9.17,16915213,24939425,0,24939425
고려산업(주),2140,Dec-15,159959339,79342019,80617321,0.18,9550784,724183,1991-01-14,2055,53.4,1.18,9362512,24939425,0,145460494,71846973,73613521,0.46,8483940,24939425,0,24939425
고려산업(주),2140,Dec-16,167843756,85020283,82823473,-7.09,15777188,724183,1991-01-14,6670,51.2,0.93,11035818,24939425,0,146939216,75608973,71330243,-8.99,18606619,24939425,0,24939425
고려산업(주),2140,Dec-17,183124063,88758115,94365948,1.3,1003574,863500,1991-01-14,2690,47.4,1.4,11569214,24939425,0,169236176,82574771,86661405,1.58,3319686,24939425,0,24939425
고려산업(주),2140,Dec-18,213622767,92389590,121233176,-9.22,-5720631,740143,1991-01-14,2170,47.4,2.13,11351780,24939425,0,198356340,85102462,113253878,-10.04,-8369491,24939425,0,24939425
고려산업(주),2140,Dec-19,206489850,95822999,110666851,21.48,10447484,740143,1991-01-14,3360,47.4,6.18,10870270,24939425,0,191884060,88403751,103480309,23.28,9745722,24939425,0,24939425
고려산업(주),2140,Dec-20,216577001,102639222,113937779,-1.01,-3095279,863500,1991-01-14,4900,47.4,1.04,11824440,24939425,0,200216838,93835047,106381790,-1.21,-5291764,24939425,0,24939425
고려산업(주),2140,Dec-21,238594901,106840607,131754294,12.06,14794040,986857,1991-01-14,2910,47.4,1.75,12228326,24939425,0,221301230,95868761,125432469,10.64,15489675,24939425,0,24939425
금강철강(주),53260,Dec-10,104301321,75372858,28928464,0,-5833932,1693002,2002-01-04,2350,53.23,0.34,5353758,18720000,0,104755388,75826924,28928464,29.99,-5833932,18720000,0,18720000
금강철강(주),53260,Dec-11,125756658,82945701,42810957,14.4,7034980,1735000,2002-01-04,2645,53.23,0.95,4128844,18720000,0,122669550,84030125,38639425,14.16,7150681,18720000,0,18720000
금강철강(주),53260,Dec-12,128350997,90698417,37652580,-11.49,9752237,1759000,2002-01-04,2365,53.23,0.07,5911978,18720000,0,126557029,90609580,35947449,-11.38,9758574,18720000,0,18720000
금강철강(주),53260,Dec-13,130946263,95973215,34973048,-3.77,12348039,1751281,2002-01-04,2550,53.23,0.24,5500102,18720000,0,128596873,95299892,33296981,-3.78,12272833,18720000,0,18720000
금강철강(주),53260,Dec-14,127849883,99911939,27937945,-18.72,17008188,1751281,2002-01-04,2800,53.23,0.12,6330356,18720000,0,125689698,99415357,26274341,-18.82,16869580,18720000,0,18720000
금강철강(주),53260,Dec-15,131914340,104704227,27210113,-20.48,5386660,1749781,2002-01-04,4300,53.23,1.2,6154815,18720000,0,129095915,103730367,25365548,-20.58,6365371,18720000,0,18720000
금강철강(주),53260,Dec-16,134873993,108918749,25955244,2.01,8171671,1760068,2002-01-04,5350,53.23,1.06,6599792,18720000,0,132280164,108152968,24127195,1.96,7971029,18720000,0,18720000
금강철강(주),53260,Dec-17,129983802,107467707,22516096,21.2,-7321577,1720051,2002-01-04,3675,53.31,1.92,5760533,18720000,0,127517778,106739862,20777916,21.23,-6999852,18720000,0,18720000
금강철강(주),53260,Dec-18,133399433,109046913,24352520,-1.1,15230573,1671130,2002-01-04,3810,53.31,1.91,5694421,18720000,0,129772388,107392346,22380042,-1.27,15825621,18720000,0,18720000
금강철강(주),53260,Dec-19,136604950,110072771,26532179,-12.16,4950039,1656884,2002-01-04,3555,53.31,2.18,5289780,18720000,0,133621542,108501637,25119905,-12.2,5508699,18720000,0,18720000
금강철강(주),53260,Dec-20,138737729,110829797,27907932,2.24,3105150,1620300,2002-01-04,3495,53.31,1.97,5151391,18720000,0,134650290,108301576,26348714,2.3,2763306,18720000,0,18720000
금강철강(주),53260,Dec-21,150912147,119599625,31312522,34.84,13629518,1944360,2002-01-04,5100,52.23,1.37,3724025,18720000,0,145728096,116227765,29500331,35.05,13338750,18720000,0,18720000
대상홀딩스(주),84690,Dec-10,553960726,397298795,156661931,-92.85,11232473,5431881,2005-08-17,3260,66.25,3.64,10574581,36212538,913482,378944673,359522200,19422473,67.54,3486284,36212538,913482,36212538
대상홀딩스(주),84690,Dec-11,576988559,415120197,161868363,140.74,13813276,5431880,2005-08-17,3975,66.25,3.62,9537673,36212538,913482,390256195,364341007,25915188,21.45,4809369,36212538,913482,36212538
대상홀딩스(주),84690,Dec-12,603349879,440238583,163111296,16.47,26657481,4345504,2005-08-17,6400,67.77,3.61,8708156,36212538,913482,388207908,367197734,21010174,1.64,3549205,36212538,913482,36212538
대상홀딩스(주),84690,Dec-13,2089472920,896205761,1193267159,761.39,198753280,4345505,2005-08-17,8320,68.21,3.78,9984046,36212538,913482,388742576,367650821,21091755,19.9,7056261,36212538,913482,36212538
대상홀딩스(주),84690,Dec-14,2180120102,968957717,1211162384,4.12,183223903,6156131,2005-08-17,16800,66.55,5.64,8915563,36212538,913482,400115638,379741011,20374626,114.22,16492352,36212538,913482,36212538
대상홀딩스(주),84690,Dec-15,2480427275,998043059,1482384216,3.13,116454892,6156131,2005-08-17,19150,66.53,4.56,8138777,36212538,913482,404102642,380555716,23546926,-27.46,9137370,36212538,913482,36212538
대상홀딩스(주),84690,Dec-16,2689293818,1050229459,1639064360,8.73,78200218,6156131,2005-08-17,10300,66.53,4.97,9365802,36212538,913482,403285634,381777034,21508600,13.39,10774081,36212538,913482,36212538
대상홀딩스(주),84690,Dec-17,2651135199,1073261266,1577873933,1.98,185335464,6518257,2005-08-17,9950,66.53,5.29,10187118,36212538,913482,405777950,387142565,18635385,7.66,11078790,36212538,913482,36212538
대상홀딩스(주),84690,Dec-18,2629588765,1094779716,1534809049,0.42,142677579,6880382,2005-08-17,7860,66.9,5.39,9461345,36212538,913482,410727591,390856625,19870966,13.38,14351256,36212538,913482,36212538
대상홀딩스(주),84690,Dec-19,2896302562,1209302820,1686999742,4.55,198064096,7242508,2005-08-17,6740,67.3,4.95,9413401,36212538,913482,405973675,384939020,21034655,45.74,20146481,36212538,913482,36212538
대상홀딩스(주),84690,Dec-20,3060158355,1325982098,1734176256,5.68,144251558,7966758,2005-08-17,10200,67.3,5.82,11018182,36212538,913482,397945889,380712822,17233067,-12.87,14784511,36212538,913482,36212538
대상홀딩스(주),84690,Dec-21,3626092434,1491136537,2134955897,12.03,23259927,8691009,2005-08-17,9700,67.3,4,11272534,36212538,913482,489025555,372459519,116566036,7.16,10547214,36212538,913482,36212538
대정화금(주),120240,Dec-10,,,,,,2463182,2010-12-20,12800,53.4,1.19,2062198,,,64030764,48613051,15417713,20.49,4647603,5537272,0,7190391
대정화금(주),120240,Dec-11,,,,,,2317000,2010-12-20,13650,52.73,0.38,2203469,,,70646746,54573786,16072960,25.46,6053432,5793026,0,7190391
대정화금(주),120240,Dec-12,,,,,,1585000,2010-12-20,9330,52.73,0.94,2609409,,,68188733,56035661,12153072,-1.53,6351821,5793026,0,7190391
대정화금(주),120240,Dec-13,,,,,,1448257,2010-12-20,10250,52.73,0.75,2716359,,,89439265,65837472,23601793,4.24,6069119,5793026,0,7190391
대정화금(주),120240,Dec-14,,,,,,1448257,2010-12-20,9590,52.73,0.52,,,,98651066,71100842,27550224,5.03,5924074,5793026,0,7190391
대정화금(주),120240,Dec-15,,,,,,1512182,2010-12-20,13000,50.91,0.54,,,,100213685,79937663,20276021,-4.44,11683489,6048727,0,7190391
대정화금(주),120240,Dec-16,,,,,,1512182,2010-12-20,12650,50.92,1.05,2887241,,,112213891,86125398,26088493,5.28,7432678,6048727,0,7190391
대정화금(주),120240,Dec-17,,,,,,1674580,2010-12-20,12300,50.49,1.22,2751400,,,112265502,98221395,14044107,9.11,8881111,6202147,0,7190391
대정화금(주),120240,Dec-18,,,,,,2130117,2010-12-20,12850,52.02,1.87,3026919,,,128672395,114495699,14176696,11.03,8923089,7100391,0,7190391
대정화금(주),120240,Dec-19,,,,,,2130117,2010-12-20,14950,52.02,3.9,3003671,,,151327494,121258074,30069420,7.82,10766523,7100391,0,7190391
대정화금(주),120240,Dec-20,,,,,,2135457,2010-12-20,37900,51.76,0.62,3192670,,,161004379,127969337,33035042,0.73,8986317,7135391,0,7190391
대정화금(주),120240,Dec-21,,,,,,2151957,2010-12-20,21700,51.37,0.76,3332926,,,162970779,135063064,27907715,10.9,9464957,7190391,0,7190391
대한제당(주),1790,Dec-10,1537242552,402959083,1134283469,0.87,54619894,3444460,1968-12-17,60600,46.87,2.23,1475459,3754360,1620690,934679057,414482430,520196627,5.03,22297091,3754360,1620690,89696580
대한제당(주),1790,Dec-11,1595832317,413244487,1182587830,6.76,2617464,2496154,1968-12-17,23950,49.54,4.43,2497497,7508720,1620690,1020285652,411808646,608477006,6.54,-21263131,7508720,1620690,89696580
대한제당(주),1790,Dec-12,1620715653,434194171,1186521482,5.48,-27344396,4210229,1968-12-17,25950,49.17,3.63,2406492,7508720,1620690,996785392,431589432,565195960,6.35,11435533,7508720,1620690,89696580
대한제당(주),1790,Dec-13,1570047610,443985663,1126061947,-8.2,105713482,3328205,1968-12-17,28350,48.85,4.19,1528002,7508720,1620690,990983546,437846668,553136878,-9.99,26478264,7508720,1620690,89696580
대한제당(주),1790,Dec-14,1561333927,447508077,1113825850,-3.15,-12338169,4393231,1968-12-17,24950,49.4,4.77,2132820,8840002,1944830,1012993999,435979245,577014754,-2.7,-44806943,8840002,1944830,89696580
대한제당(주),1790,Dec-15,1541681141,424866808,1116814333,-1.15,-7328788,3594461,1968-12-17,20150,48.96,3.34,2240116,8840002,1944830,1003032363,419345911,583686452,-2.69,28804313,8840002,1944830,89696580
대한제당(주),1790,Dec-16,1210586736,449825749,760760987,-4.97,86912335,5367500,1968-12-17,24000,49.31,2.68,2216330,8840002,1944830,1035408719,457229005,578179714,1.49,30318632,8840002,1944830,89696580
대한제당(주),1790,Dec-17,1152870713,451782278,701088435,0.81,10536903,4541731,1968-12-17,24500,49.08,2.67,2038585,8840002,1944830,994798047,457646743,537151304,0.81,2409098,8840002,1944830,89696580
대한제당(주),1790,Dec-18,1135447475,451970433,683477042,-5.06,12613990,4541731,1968-12-17,19000,49.18,2.33,2146467,8840002,1944830,983277597,454763069,528514528,-4.17,12204702,8840002,1944830,89696580
대한제당(주),1790,Dec-19,1143146276,464321365,678824911,-0.47,8509710,5668442,1968-12-17,19950,49.13,1.83,1938339,8840002,1944830,994430650,466193790,528236860,0.56,-2798762,8840002,1944830,89696580
대한제당(주),1790,Dec-20,1146241857,478569356,667672501,0.84,64757973,7455883,1968-12-17,22950,48.41,1.9,2048507,8969658,1620690,998421173,474991711,523429462,0.29,56861374,8969658,1620690,89696580
대한제당(주),1790,Dec-21,1182290229,511199010,671091219,0,-11839308,9866624,1968-12-17,3020,48.38,2.4,28440225,89696580,3241380,1032018133,498376467,533641666,4.05,-22968000,89696580,3241380,89696580
대한제분(주),1130,Dec-10,792870935,547076634,245794301,1.22,48265771,5338918,1970-11-25,181000,35.82,13.01,710747,1690000,0,635186581,538960650,96225931,-7.45,36243776,1690000,0,1690000
대한제분(주),1130,Dec-11,845150369,558821975,286328394,3.41,7712144,5339000,1970-11-25,169000,35.82,12.21,663809,1690000,0,663321728,548233989,115087739,2.3,9563824,1690000,0,1690000
대한제분(주),1130,Dec-12,899689781,603492180,296197601,18.4,20664453,4107000,1970-11-25,139000,36.7,8.23,818261,1690000,0,709754123,584708694,125045429,8.56,21922516,1690000,0,1690000
대한제분(주),1130,Dec-13,897265128,607351973,289913155,-2.84,60212350,3285488,1970-11-25,153500,36.82,8.9,817177,1690000,0,714183751,584370571,129813181,-3.31,22061147,1690000,0,1690000
대한제분(주),1130,Dec-14,900381934,624697233,275684701,0.57,71566460,4106860,1970-11-25,155500,39.43,14.89,801917,1690000,0,735231904,589954914,145276990,-0.78,39374607,1690000,0,1690000
대한제분(주),1130,Dec-15,895425738,656916662,238509075,-5.04,53616382,3285488,1970-11-25,184000,41.58,15.55,734391,1690000,0,736917223,611023482,125893741,-6.46,34197330,1690000,0,1690000
대한제분(주),1130,Dec-16,867495382,661897108,205598274,-2.22,86171246,3285488,1970-11-25,180000,41.03,12.62,701259,1690000,0,687450035,612459098,74990937,-11.24,43126693,1690000,0,1690000
대한제분(주),1130,Dec-17,873461795,710408210,163053585,0.41,43364428,3290448,1970-11-25,166500,41.9,13.41,677647,1690000,0,689594455,623437263,66157192,-5.29,16764830,1690000,0,1690000
대한제분(주),1130,Dec-18,919690199,749005259,170684939,6.63,12634599,4113060,1970-11-25,176000,41.9,13.55,609173,1690000,0,707393585,645624790,61768795,6.55,30096136,1690000,0,1690000
대한제분(주),1130,Dec-19,1005108274,759848294,245259980,8.01,3331984,3290448,1970-11-25,147500,41.76,13.73,578182,1690000,0,685170226,644151972,41018254,4.54,-9302813,1690000,0,1690000
대한제분(주),1130,Dec-20,1084880808,780799362,304081446,3.9,47687236,3290448,1970-11-25,166000,42.59,10.47,606525,1690000,0,721607213,650407366,71199847,-2.02,19036357,1690000,0,1690000
대한제분(주),1130,Dec-21,1321597381,880617517,440979864,14.54,28657927,4113060,1970-11-25,154500,42.43,8.13,714850,1690000,0,892599472,739707381,152892091,11.55,11771978,1690000,0,1690000
세방전지(주),4490,Dec-10,,,,,,4200000,1987-11-28,32800,44.74,25.5,4182648,,,593934630,392408148,201526482,25.99,111986956,14000000,0,14000000
세방전지(주),4490,Dec-11,,,,,,4900000,1987-11-28,43950,44.74,26.91,3988759,,,712634498,490419192,222215306,20.71,82962269,14000000,0,14000000
세방전지(주),4490,Dec-12,,,,,,4900000,1987-11-28,47150,41.42,26.32,4418979,,,772556142,585523351,187032791,-11.27,145854815,14000000,0,14000000
세방전지(주),4490,Dec-13,,,,,,4200000,1987-11-28,54800,41.42,25.22,3352230,,,870157611,648042636,222114976,8.56,56648993,14000000,0,14000000
세방전지(주),4490,Dec-14,,,,,,4168312,1987-11-28,39500,41.48,28.82,4295692,,,927725912,699002698,228723214,4,76015357,14000000,0,14000000
세방전지(주),4490,Dec-15,1001384893,768069528,233315365,0,67799586,4810112,1987-11-28,40850,41.5,34.1,4415643,14000000,0,993659178,767141926,226517252,0.07,71857692,14000000,0,14000000
세방전지(주),4490,Dec-16,1086480434,826509751,259970683,0.37,79426030,4810112,1987-11-28,37400,41.5,36.52,4537064,14000000,0,1073297242,828571847,244725394,0.29,92433538,14000000,0,14000000
세방전지(주),4490,Dec-17,1145352882,890163291,255189592,15.76,83221265,5497271,1987-11-28,35750,41.48,36.64,3588458,14000000,0,1133087030,892003697,241083333,15.56,80425253,14000000,0,14000000
세방전지(주),4490,Dec-18,1267930429,982433138,285497291,6.28,148940078,6872188,1987-11-28,35950,41.49,36.21,3647046,14000000,0,1252080071,982386380,269693691,5.19,151285491,14000000,0,14000000
세방전지(주),4490,Dec-19,1510688833,1054689601,455999231,-3.55,54566525,6872188,1987-11-28,37300,41.48,37.73,3731419,14000000,0,1302078781,1052381546,249697235,-3.08,66093258,14000000,0,14000000
세방전지(주),4490,Dec-20,1514339389,1136178543,378160846,9.99,185196946,6701015,1987-11-28,68900,41.54,27.53,4089786,14000000,0,1336484562,1100891034,235593528,-4.67,144936545,14000000,0,14000000
세방전지(주),4490,Dec-21,1684408564,1211999100,472409464,7.92,11592198,8043666,1987-11-28,75900,41.55,26.11,3976003,14000000,0,1477894480,1181103369,296791111,15.5,-2291142,14000000,0,14000000
에스케이텔레콤(주),17670,Dec-10,23132389080,12407999270,10724389810,6.62,4343404901,669542991,1989-11-07,173500,23.23,49,22610527,80745711,0,19727126311,11580957650,8146168661,3.42,4071157783,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-11,24366036429,12732709047,11633327382,2.71,6306394700,656533000,1989-11-07,141500,25.22,40.96,24843976,80745711,0,20520527405,11966301712,8554225693,0.29,6034056934,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-12,25595559623,12854782317,12740777306,2.27,3999664146,655133000,1989-11-07,152500,25.22,44.14,25939500,80745711,0,22249502341,12377048253,9872454088,-1.74,3161516312,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-13,26576515239,14166557348,12409957891,1.85,3558570670,666374000,1989-11-07,230000,25.22,48.01,30867631,80745711,0,22827419888,13315408252,9512011636,4.28,3022473430,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-14,27941233000,15248270000,12692963000,3.38,3677385000,666801558,1989-11-07,268000,25.23,43.47,32509480,80745711,0,22712462000,13542221000,9170241000,1.18,3221433000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-15,28581387000,15374096000,13207291000,-0.16,3778129000,708111600,1989-11-07,215500,25.22,39.38,33220219,80745711,0,23146940000,13779460000,9367480000,-3.5,2947129000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-16,31297663000,16116430000,15181233000,-0.26,4243168000,706091600,1989-11-07,224000,25.22,40.78,34275422,80745711,0,25448574000,14256954000,11191620000,-1.64,3575572000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-17,33428669000,18029195000,15399474000,2.51,3855820000,706091600,1989-11-07,267000,25.22,41.43,33953935,80745711,0,25557522000,15007391000,10550131000,0.95,3257470000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-18,42369111000,22349250000,20019861000,-3.69,4332580000,717437612,1989-11-07,269500,26.78,41.83,33196466,80745711,0,28848023000,16887487000,11960536000,-6.11,3965028000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-19,44611620000,22823536000,21788084000,5.15,3986082000,730097860,1989-11-07,238000,26.78,37.19,33249477,80745711,0,30839367000,17389739000,13449628000,-2.47,3115408000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-20,47906957000,24396243000,23510714000,4.96,5821876000,715080825,1989-11-07,238000,26.78,33.94,31513010,80745711,0,31986451000,17349858000,14636593000,2.89,4387809000,80745711,0,218833144
에스케이텔레콤(주),17670,Dec-21,30911277000,12335138000,18576139000,0,5031279000,716989587,1989-11-07,57900,30.02,44.56,112345220,218833144,0,26389065000,10862856000,15526209000,3.03,3919829000,218833144,0,218833144
태경산업(주),15890,Dec-10,384414747,240570827,143843919,15.48,34167794,4384313,1996-01-30,4680,61.48,2.47,7107304,29228750,0,219529073,148066320,71462753,17.46,22600328,29228750,0,29228750
태경산업(주),15890,Dec-11,422190911,259871985,162318926,19.5,32449599,4384000,1996-01-30,3165,61.52,2.34,8819471,29228750,0,220017265,151494669,68522596,15.35,7070857,29228750,0,29228750
태경산업(주),15890,Dec-12,428780317,276031969,152748348,1.62,30065522,4384000,1996-01-30,3340,61.69,2.02,8515938,29228750,0,205551175,157948657,47602518,5.63,13457562,29228750,0,29228750
태경산업(주),15890,Dec-13,435097316,281670392,153426924,9.58,34314722,4384312,1996-01-30,4880,61.69,7.8,7163129,29228750,0,204424534,157718810,46705724,6.71,6044512,29228750,0,29228750
태경산업(주),15890,Dec-14,431307721,270088529,161219192,-8.56,24053636,4384313,1996-01-30,5800,61.69,6.69,6392036,29228750,0,201149673,157691074,43458599,-14.42,5697801,29228750,0,29228750
태경산업(주),15890,Dec-15,467026320,257359685,209666635,-13.2,23114076,5261175,1996-01-30,5780,61.69,4.98,5524349,29228750,0,199441102,145673753,53767349,-22.43,10378682,29228750,0,29228750
태경산업(주),15890,Dec-16,498398107,262584017,235814090,25.67,17418271,5845750,1996-01-30,4810,61.95,4.21,5669719,29228750,0,189550262,147392865,42157397,27.12,22843403,29228750,0,29228750
태경산업(주),15890,Dec-17,474559999,263417998,211142001,26.77,39875269,5845750,1996-01-30,5200,61.94,3.46,5834837,29228750,0,189742689,149061390,40681299,28.97,11623731,29228750,0,29228750
태경산업(주),15890,Dec-18,542740904,310319252,232421652,-0.05,18276637,6365828,1996-01-30,5580,63.47,5.13,5181618,29228750,0,195862588,154708304,41154284,-4.69,13150589,29228750,0,29228750
태경산업(주),15890,Dec-19,561358060,343200741,218157319,-7.79,59780169,10686738,1996-01-30,5710,63.74,3.85,6180649,29228750,0,206941396,173552125,33389271,-13.13,5193511,29228750,0,29228750
태경산업(주),15890,Dec-20,541292144,345601972,195690172,-17.12,26642658,6844000,1996-01-30,5890,63.54,3.41,6217160,29228750,0,186528100,168653476,17874625,-25.92,-6073194,29228750,0,29228750
태경산업(주),15890,Dec-21,584726246,385478595,199247651,20,61684300,7625616,1996-01-30,6700,61.97,2.51,8837039,29228750,0,203387845,173893371,29494474,27.25,21173022,29228750,0,29228750
태경케미컬(주),6890,Dec-10,85655196,72076432,13578764,0,11372215,1740000,2003-01-28,4465,57.43,1.42,3726923,11600000,0,84783249,71754617,13028632,-0.69,11049136,11600000,0,11600000
태경케미컬(주),6890,Dec-11,84348411,71313721,13034690,34.69,7202510,1740000,2003-01-28,3285,57.43,0.51,3992186,11600000,0,82971175,70386207,12584968,34.71,6651815,11600000,0,11600000
태경케미컬(주),6890,Dec-12,90176361,77327392,12848969,4.32,8920709,1740000,2003-01-28,4310,57.43,3.28,3799434,11600000,0,86173316,75608764,10564552,4.91,8255198,11600000,0,11600000
태경케미컬(주),6890,Dec-13,101276656,86582053,14694603,-7.07,9282497,1740000,2003-01-28,5520,57.43,3.88,3654012,11600000,0,98639441,86227613,12411828,-6.23,8527389,11600000,0,11600000
태경케미컬(주),6890,Dec-14,113103974,94664318,18439657,4,11142902,1740000,2003-01-28,5540,57.43,2.58,3926010,11600000,0,111557201,94515784,17041417,4.08,11013135,11600000,0,11600000
태경케미컬(주),6890,Dec-15,117932058,97714276,20217782,-5.66,4362723,1740000,2003-01-28,6430,57.43,1.08,3973117,11600000,0,117788563,97758951,20029612,-4.93,4110332,11600000,0,11600000
태경케미컬(주),6890,Dec-16,113086853,95634294,17452560,0.84,4768519,1740000,2003-01-28,5250,57.43,0.2,3860138,11600000,0,112684380,96408939,16275440,0.82,4949217,11600000,0,11600000
태경케미컬(주),6890,Dec-17,110660845,97456647,13204198,-4.77,6340579,1740000,2003-01-28,4565,57.43,0.35,3964460,11600000,0,110772064,98642106,12129957,-5.03,6260626,11600000,0,11600000
태경케미컬(주),6890,Dec-18,123194402,107995673,15198729,-2.96,4865881,1728514,2003-01-28,4640,57.43,1.38,4225666,11600000,0,122674220,108665375,14008844,-3.02,5130701,11600000,0,11600000
태경케미컬(주),6890,Dec-19,135621495,118491356,17130138,-11.82,33178255,1715316,2003-01-28,5250,59.11,4.02,3727867,11600000,0,127428211,112415458,15012754,-12.09,6762905,11600000,0,11600000
태경케미컬(주),6890,Dec-20,140679345,124202346,16477000,12.5,8776365,2266780,2003-01-28,14150,58.76,1.67,3828889,11600000,0,139826154,123758513,16067641,12.49,9145309,11600000,0,11600000
태경케미컬(주),6890,Dec-21,160745889,140983716,19762173,14.89,13387497,2493458,2003-01-28,12350,58.76,2.1,3650034,11600000,0,158006475,138982816,19023659,14.28,12999292,11600000,0,11600000
